"Source","Statistic","df1","df2","Test.Comparison","Value","Reported.Comparison","Reported.P.Value","Computed","Raw","Error","DecisionError","OneTail","OneTailedInTxt","APAfactor"
"354","The Denigration of Heroes","Z",NA,NA,"=",-3.46,"<",0.01,0.000540175387926949,"Z = -3.46, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"355","The Denigration of Heroes","Z",NA,NA,"=",-2.17,"=",0.03,0.0300068459474644,"Z = -2.17, P = .03",FALSE,FALSE,FALSE,FALSE,0.63
"356","The Denigration of Heroes","Z",NA,NA,"=",2.75,"<",0.01,0.00595952647010911,"Z = 2.75, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"357","The Denigration of Heroes","Z",NA,NA,"=",-0.46,"=",0.32,0.645516220500695,"Z = -0.46, P = .32",TRUE,FALSE,TRUE,FALSE,0.63
"358","The Denigration of Heroes","Z",NA,NA,"=",-0.66,"=",0.25,0.509253829342672,"Z = -0.66, P = .25",TRUE,FALSE,TRUE,FALSE,0.63
"359","The Denigration of Heroes","Z",NA,NA,"=",2.7,"<",0.01,0.00693394760608133,"Z = 2.70, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"360","The Denigration of Heroes","Z",NA,NA,"=",-1.47,"=",0.14,0.141561753983371,"Z = -1.47, P = .14",FALSE,FALSE,FALSE,FALSE,0.63
"361","The Denigration of Heroes","Z",NA,NA,"=",-2.82,"<",0.01,0.00480236494837851,"Z = -2.82, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"362","The Denigration of Heroes","Z",NA,NA,"=",3.76,"<",0.01,0.000169913356995996,"Z = 3.76, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"363","The Denigration of Heroes","Z",NA,NA,"=",0.78,"=",0.44,0.435390875171466,"Z = 0.78, P = .44",FALSE,FALSE,FALSE,FALSE,0.63
"364","The Denigration of Heroes","Z",NA,NA,"=",0.97,"=",0.33,0.332046492127059,"Z = 0.97, P = .33",FALSE,FALSE,FALSE,FALSE,0.63
"365","The Denigration of Heroes","Z",NA,NA,"=",-3.27,"=",0.001,0.00107547484365939,"Z = -3.27, P = .001",FALSE,FALSE,FALSE,FALSE,0.63
"366","The Denigration of Heroes","Z",NA,NA,"=",-1.75,"=",0.08,0.0801183137276342,"Z = -1.75, P = .08",FALSE,FALSE,FALSE,FALSE,0.63
"367","The Denigration of Heroes","Z",NA,NA,"=",-4.45,"<",0.001,0.00000858702893994373,"Z = -4.45, P < .001",FALSE,FALSE,FALSE,FALSE,0.63
"368","The Denigration of Heroes","Z",NA,NA,"=",-0.18,"=",0.86,0.857152568198199,"Z = -0.18, P = .86",FALSE,FALSE,FALSE,FALSE,0.63
"369","The Denigration of Heroes","Z",NA,NA,"=",5.02,"<",0.01,0.000000516714795279947,"Z = 5.02, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"370","The Denigration of Heroes","Z",NA,NA,"=",-3.82,"<",0.01,0.00013345167405937,"Z = -3.82, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"371","The Denigration of Heroes","Z",NA,NA,"=",-3.59,"<",0.01,0.00033067796144022,"Z = -3.59, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"372","The Denigration of Heroes","Z",NA,NA,"=",4.96,"<",0.01,0.000000704931796352848,"Z = 4.96, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"373","The Denigration of Heroes","Z",NA,NA,"=",0.65,"=",0.51,0.515692221611729,"Z = 0.65, P = .51",FALSE,FALSE,FALSE,FALSE,0.63
"374","The Denigration of Heroes","Z",NA,NA,"=",1.35,"=",0.18,0.177015982874804,"Z = 1.35, P = .18",FALSE,FALSE,FALSE,FALSE,0.63
"375","The Denigration of Heroes","Z",NA,NA,"=",5.04,"<",0.01,0.0000004655318460972,"Z = 5.04, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"376","The Denigration of Heroes","Z",NA,NA,"=",3.68,"<",0.01,0.000233233953630736,"Z = 3.68, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"377","The Denigration of Heroes","Z",NA,NA,"=",2.31,"=",0.02,0.0208881541239022,"Z = 2.31, P = .02",FALSE,FALSE,FALSE,FALSE,0.63
"378","The Denigration of Heroes","Z",NA,NA,"=",4.62,"<",0.01,0.00000383740043994179,"Z = 4.62, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"379","The Denigration of Heroes","Z",NA,NA,"=",2.03,"=",0.04,0.0423565392853446,"Z = 2.03, P = .04",FALSE,FALSE,FALSE,FALSE,0.63
"380","The Denigration of Heroes","Z",NA,NA,"=",-2.82,"<",0.01,0.00480236494837851,"Z = -2.82, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"381","The Denigration of Heroes","Z",NA,NA,"=",4.22,"<",0.01,0.0000244302318505061,"Z = 4.22, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"382","The Denigration of Heroes","Z",NA,NA,"=",-1.71,"=",0.09,0.0872658730480638,"Z = -1.71, P = .09",FALSE,FALSE,FALSE,FALSE,0.63
"383","The Denigration of Heroes","Z",NA,NA,"=",-0.72,"=",0.47,0.471524995558502,"Z = -0.72, P = .47",FALSE,FALSE,FALSE,FALSE,0.63
"384","The Denigration of Heroes","Z",NA,NA,"=",3.04,"<",0.01,0.00236578148620881,"Z = 3.04, P < .01",FALSE,FALSE,FALSE,FALSE,0.63
"385","The Denigration of Heroes","Z",NA,NA,"=",-0.64,"=",0.52,0.522172599385723,"Z = -0.64, P = .52",FALSE,FALSE,FALSE,FALSE,0.63
"386","The Denigration of Heroes","Z",NA,NA,"=",0.99,"=",0.32,0.322174119021662,"Z = 0.99, P = .32",FALSE,FALSE,FALSE,FALSE,0.63
"387","The Denigration of Heroes","Z",NA,NA,"=",2.37,"=",0.02,0.0177880852606736,"Z = 2.37, P = .02",FALSE,FALSE,FALSE,FALSE,0.63
"388","The Denigration of Heroes","Z",NA,NA,"=",-2.13,"=",0.03,0.03317161336721,"Z = -2.13, P = .03",FALSE,FALSE,FALSE,FALSE,0.63
"389","The Denigration of Heroes","Z",NA,NA,"=",-2.24,"=",0.02,0.0250909228718931,"Z = -2.24, P = .02",FALSE,FALSE,FALSE,FALSE,0.63
"390","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",166.84,"=",0.001,0.0000000000000000000000000000000640630653044958,"F(1, 382) = 166.84, p = .001",TRUE,FALSE,TRUE,FALSE,0.57
"391","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",2.7,"=",0.1,0.101171043953824,"F(1, 382) = 2.7, p = .10",FALSE,FALSE,FALSE,FALSE,0.57
"392","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",5.2,"=",0.02,0.0231371712765722,"F(1, 382) = 5.20, p = .02",FALSE,FALSE,FALSE,FALSE,0.57
"393","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",11.45,"=",0.001,0.00078895731157319,"F(1, 382) = 11.45, p = .001",FALSE,FALSE,FALSE,FALSE,0.57
"394","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",2.17,"=",0.14,0.141549716468423,"F(1, 382) = 2.17, p = .14",FALSE,FALSE,FALSE,FALSE,0.57
"395","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",0.44,"=",0.51,0.507522541178576,"F(1, 382) = 0.44, p = .51",FALSE,FALSE,FALSE,FALSE,0.57
"396","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",58.84,"=",0.001,0.000000000000143649446589363,"F(1, 382) = 58.84, p = .001",TRUE,FALSE,TRUE,FALSE,0.57
"397","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",5.62,"=",0.02,0.018252286185096,"F(1, 382) = 5.62, p = .02",FALSE,FALSE,FALSE,FALSE,0.57
"398","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",5.88,"=",0.02,0.0157767970789107,"F(1, 382) = 5.88, p = .02",FALSE,FALSE,FALSE,FALSE,0.57
"399","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",18.96,"=",0.001,0.0000171662482425752,"F(1, 382) = 18.96, p = .001",TRUE,FALSE,TRUE,FALSE,0.57
"400","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",3.42,"=",0.06,0.0651833356776309,"F(1, 382) = 3.42, p = .06",FALSE,FALSE,FALSE,FALSE,0.57
"401","The Effects of Message Framing and Source Credibility on Green Messages in Hotels - Sung-Bum Kim, Dae-Young Kim, 2014","F",1,382,"=",5.29,"=",0.02,0.0219866381822539,"F(1, 382) = 5.29, p = .02",FALSE,FALSE,FALSE,FALSE,0.57
"402","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",83,NA,"=",68.59,"=",0.87,0.872452839575573,"‡2(83) = 68.59, p = .87",FALSE,FALSE,FALSE,FALSE,0.18
"403","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",94,NA,"=",86.82,"=",0.69,0.687456316147491,"‡2(94) = 86.82, p = .69",FALSE,FALSE,FALSE,FALSE,0.18
"404","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",90,NA,"=",77.3,"=",0.83,0.827637070003346,"‡2(90) = 77.30, p = .83",FALSE,FALSE,FALSE,FALSE,0.18
"405","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",92,NA,"=",85.05,"=",0.68,0.683096009619013,"‡2(92) = 85.05, p = .68",FALSE,FALSE,FALSE,FALSE,0.18
"406","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",96,NA,"=",92.6,"=",0.58,0.579280174862585,"‡2(96) = 92.60, p = .58",FALSE,FALSE,FALSE,FALSE,0.18
"407","The Impact of Frontline Employees’ Work–Family Conflict on Customer Satisfaction - Zhao, Mattila, Nei Na Ngan, 2014","Chi2",93,NA,"=",95.21,"=",0.42,0.416993632311584,"‡2(93) = 95.21, p = .42",FALSE,FALSE,FALSE,FALSE,0.18
"408","The Influence of Embedded Social Media Channels on... - Aluri, Slevitch, Larzelere, 2016","Chi2",2,NA,"=",2.802,"=",0.246,0.246350490235058,"‡2(2) = 2.802, p = .246",FALSE,FALSE,FALSE,FALSE,0.04
"409","The Ties That Bind  Midlife Parents' Daily Experiences With Grown Children - Fingerman - 2015","t",NA,488,"=",2.66,"<",0.001,0.00807118889470922,"t(488) = 2.66, p < .001",TRUE,FALSE,FALSE,FALSE,0.07
"410","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,224,"=",8.67,"=",0,0.00357592163273553,"F(1, 224) = 8.67, p = .000",TRUE,FALSE,TRUE,FALSE,0.26
"411","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,224,"=",2.23,"=",0.14,0.136761043529877,"F(1, 224) = 2.23, p = .14",FALSE,FALSE,FALSE,FALSE,0.26
"412","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,224,"=",0.21,"=",0.65,0.64721166252912,"F(1, 224) = 0.21, p = .65",FALSE,FALSE,FALSE,FALSE,0.26
"413","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,212,"=",0.32,"=",0.57,0.572205873714837,"F(1, 212) = 0.32, p = .57",FALSE,FALSE,FALSE,FALSE,0.26
"414","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,107,"=",5.15,"=",0.03,0.025251660152778,"F(1, 107) = 5.15, p = .03",FALSE,FALSE,FALSE,FALSE,0.26
"415","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,107,"=",4.18,"=",0.04,0.043358629963817,"F(1, 107) = 4.18, p = .04",FALSE,FALSE,FALSE,FALSE,0.26
"416","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,107,"=",4.9,"=",0.03,0.0289789538900674,"F(1, 107) = 4.90, p = .03",FALSE,FALSE,FALSE,FALSE,0.26
"417","Transition to Grandparenthood and Job-Related Attitudes  Do Grandparental Sex and Lineage Matter  - Wiese - 2016","F",1,107,"=",6.07,"=",0.02,0.0153427564359698,"F(1, 107) = 6.07, p = .02",FALSE,FALSE,FALSE,FALSE,0.26
"418","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,171,"=",3.3,"<",0.05,0.0392458947830854,"F(2, 171) = 3.30, p < .05",FALSE,FALSE,FALSE,FALSE,0.76
"419","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,171,"=",1.26,"=",0.28,0.286273965208847,"F(2, 171) = 1.26, p = .28",FALSE,FALSE,FALSE,FALSE,0.76
"420","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,171,"=",5.42,"<",0.05,0.0210779163766665,"F(1, 171) = 5.42, p < .05",FALSE,FALSE,FALSE,FALSE,0.76
"421","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,167,"=",0.44,"=",0.5,0.50803705648916,"F(1, 167) = 0.44, p = .50",TRUE,FALSE,FALSE,FALSE,0.76
"422","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,167,"=",0.03,"=",0.96,0.862699985220121,"F(1, 167) = 0.03, p =.96",TRUE,FALSE,FALSE,FALSE,0.76
"423","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,167,"=",0.05,"=",0.95,0.951243658886597,"F(2, 167) = 0.05, p = .95",FALSE,FALSE,FALSE,FALSE,0.76
"424","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,167,"=",35.11,"<",0.001,0.0000000173293434872032,"F(1, 167) = 35.11, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"425","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,167,"=",35.86,"<",0.001,0.0000000126154631436373,"F(1, 167) = 35.86, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"426","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,167,"=",56.45,"<",0.001,0.0000000000033239630988309,"F(1, 167) = 56.45, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"427","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,140,"=",13.57,"<",0.001,0.00000410520311049416,"F(2, 140) = 13.57, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"428","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,140,"=",0.06,"=",0.8,0.806854611137138,"F(1, 140) = 0.06, p =.80",FALSE,FALSE,FALSE,FALSE,0.76
"429","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,140,"=",0.62,"=",0.53,0.539414821143587,"F(2, 140) = 0.62, p = .53",TRUE,FALSE,FALSE,FALSE,0.76
"430","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,140,"=",19.52,"<",0.001,0.0000197907281963555,"F(1, 140) = 19.52, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"431","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",1,140,"=",19,"<",0.001,0.0000251413889693435,"F(1, 140) = 19.00, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"432","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",2,181,"=",12.9,"<",0.001,0.00000578878820765255,"F(2, 181) = 12.90, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"433","Understanding Perceptions of E-cigarette Use in Shared Consumption Spaces - Line, Hanks, Miao, Daniell, 2016","F",4,362,"=",7.99,"<",0.001,0.00000350640715548783,"F(4, 362) = 7.99, p < .001",FALSE,FALSE,FALSE,FALSE,0.76
"434","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,252,"=",16.56,"<",0.001,0.00000000000000000000000000000000000000000353792248162132,"t(252) = 16.56, p < .001",FALSE,FALSE,FALSE,TRUE,0.86
"435","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,252,"=",23.76,"<",0.001,0.00000000000000000000000000000000000000000000000000000000000000000280323247568362,"t(252) = 23.76, p < .001",FALSE,FALSE,FALSE,TRUE,0.86
"436","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,252,"=",14.01,"<",0.001,0.00000000000000000000000000000000228672176357493,"t(252) = 14.01, p < .001",FALSE,FALSE,FALSE,TRUE,0.86
"437","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,127,"=",6.52,"<",0.05,0.0118493353453861,"F(1, 127) = 6.52, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"438","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,127,"=",6.61,"<",0.05,0.0112936421297457,"F(1, 127) = 6.61, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"439","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,127,"=",2.83,"<",0.01,0.0054126121761759,"t(127) = 2.83, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
"440","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,127,"=",0.78,"ns",NA,0.436842134031229,"t(127) = 0.78, ns",FALSE,FALSE,FALSE,TRUE,0.86
"441","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,127,"=",4.65,"<",0.05,0.0329379002891953,"F(1, 127) = 4.65, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"442","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,127,"=",4.88,"<",0.05,0.0289628375942355,"F(1, 127) = 4.88, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"443","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,127,"=",3.94,"<",0.05,0.0493057845053938,"F(1, 127) = 3.94, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"444","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,127,"=",2.89,"<",0.01,0.00453200162572419,"t(127) = 2.89, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
"445","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,127,"=",0.39,"ns",NA,0.697189850834031,"t(127) = 0.39, ns",FALSE,FALSE,FALSE,TRUE,0.86
"446","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,119,"=",5.16,"<",0.05,0.0249096532481475,"F(1, 119) = 5.16, p < .05",FALSE,FALSE,FALSE,TRUE,0.86
"447","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,119,"=",7.35,"<",0.01,0.00769896009881436,"F(1, 119) = 7.35, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
"448","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,119,"=",1.85,"<",0.05,0.0667942794968573,"t(119) = 1.85, p < .05",TRUE,TRUE,TRUE,TRUE,0.86
"449","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,119,"=",1.97,"<",0.05,0.0511611258663019,"t(119) = 1.97, p < .05",TRUE,TRUE,TRUE,TRUE,0.86
"450","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","F",1,119,"=",10.23,"<",0.01,0.00177083885824558,"F(1, 119) = 10.23, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
"451","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,119,"=",2.65,"<",0.01,0.00914325570766445,"t(119) = 2.65, p < .01",FALSE,FALSE,FALSE,TRUE,0.86
"452","Using Comparative Advertising to Promote Technology-Based Hospitality Services - Liu, Mattila, 2016","t",NA,119,"=",1.87,"<",0.05,0.0639411431312472,"t(119) = 1.87, p < .05",TRUE,TRUE,TRUE,TRUE,0.86
"453","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","Chi2",3,NA,"=",383.96,"<",0.001,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000659713124759354,"‡2(3) = 383.96, p < .001",FALSE,FALSE,FALSE,FALSE,0.2
"454","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","F",2,163,"=",5.81,"<",0.01,0.00365283514285544,"F(2, 163) = 5.81, p < .01",FALSE,FALSE,FALSE,FALSE,0.2
"455","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","F",1,164,"=",4.08,"=",0.01,0.045021545774578,"F(1, 164) = 4.08, p = .01",TRUE,FALSE,FALSE,FALSE,0.2
"456","Weight and Gender in Service Jobs - Nicholas A. Smith, Larry R. Martinez, Isaac E. Sabat, 2016","F",1,164,"=",4.81,"=",0.001,0.0297027191824014,"F(1, 164) = 4.81, p = .001",TRUE,FALSE,FALSE,FALSE,0.2
"457","What’s in a Word... - Raab, Berezan, Krishen, Tanford, 2016","Chi2",575,NA,"=",844.952,"=",0,0.00000000000135086865342191,"‡2(575) = 844.952, p = .00",TRUE,FALSE,FALSE,FALSE,0.11
"458","Would an Energy Conservation Nudge in Hotels Encourage Hotel Guests to Conserve - Chang, Huh, Lee, 2016","F",4,981,"=",1.583,"=",0.177,0.176619874932935,"F(4, 981) = 1.583, p = .177",FALSE,FALSE,FALSE,FALSE,0.4
"459","Would an Energy Conservation Nudge in Hotels Encourage Hotel Guests to Conserve - Chang, Huh, Lee, 2016","F",4,981,"=",0.474,"=",0.755,0.754861451360317,"F(4, 981) = .474, p = .755",FALSE,FALSE,FALSE,FALSE,0.4
